experiment_id,image,click,movement
56,/footwear_oc/1_colour.jpeg,"(168,105)","[(122,0), (123,1), (123,1), (123,2), (124,3), (124,3), (124,4), (124,5), (125,5), (125,6), (125,6), (125,7), (126,8), (126,8), (126,9), (127,10), (127,12), (128,13), (128,15), (129,17), (130,19), (131,22), (133,26), (135,29), (136,34), (138,37), (139,40), (141,44), (142,47), (143,49), (143,51), (144,54), (146,58), (147,61), (149,65), (150,69), (151,72), (153,75), (154,77), (154,78), (155,80), (157,83), (159,87), (161,90), (163,94), (165,99), (167,102), (167,103), (168,104), (168,104), (168,105), (168,105)]"
57,/tech_oc/3_colour.jpeg,"(134,143)","[(168,105), (168,105), (167,105), (167,105), (167,106), (166,106), (165,107), (165,108), (164,111), (163,113), (162,115), (161,117), (160,119), (159,121), (157,122), (156,123), (155,125), (153,126), (151,127), (149,128), (147,129), (146,130), (145,130), (144,131), (144,131), (143,131), (143,132), (142,132), (142,132), (142,132), (141,133), (141,133), (141,133), (140,134), (140,134), (139,136), (138,136), (138,137), (137,139), (136,139), (136,140), (135,141), (135,141), (135,142), (134,142), (134,142), (134,142), (134,143), (134,143)]"
58,/academic_book_oc/1_colour.jpeg,"(180,109)","[(187,97), (187,97), (187,98), (186,98), (186,100), (185,101), (184,102), (184,103), (184,103), (183,104), (183,104), (183,105), (183,105), (182,106), (182,106), (182,107), (181,108), (181,108), (181,108), (181,109), (180,109), (180,109), (180,109), (180,109), (180,109)]"
59,/statues_no/3_colour.jpeg,"(151,99)","[(179,109), (179,109), (178,109), (177,109), (177,109), (176,109), (175,109), (175,109), (174,109), (174,109), (174,109), (173,109), (173,109), (172,109), (172,109), (172,109), (171,109), (171,109), (171,109), (170,109), (170,109), (169,109), (169,109), (169,109), (168,109), (168,109), (168,109), (167,109), (166,109), (165,109), (164,108), (163,108), (163,108), (163,108), (162,108), (161,107), (160,107), (160,107), (159,107), (159,106), (158,106), (158,106), (158,106), (157,105), (156,105), (156,104), (156,104), (155,103), (155,103), (154,103), (154,102), (154,102), (153,102), (153,101), (153,101), (152,101), (152,100), (152,100), (152,100), (152,100), (151,99)]"
60,/souvenirs_no/4_colour.jpeg,"(58,117)","[(171,97), (170,97), (170,97), (169,97), (169,97), (168,97), (166,97), (164,97), (161,97), (158,98), (153,99), (149,99), (145,100), (141,101), (138,102), (135,103), (134,103), (132,104), (130,104), (127,105), (124,107), (120,108), (117,109), (113,111), (110,112), (107,113), (104,114), (101,115), (98,117), (94,118), (89,119), (87,120), (84,120), (82,121), (80,121), (78,121), (76,121), (74,121), (71,121), (68,121), (65,121), (62,121), (60,120), (59,119), (59,119), (58,118), (58,117), (58,117), (58,117)]"
61,/shooters_no/2_colour.jpeg,"(160,135)","[(142,76), (143,76), (143,76), (143,77), (144,79), (145,81), (148,86), (150,90), (152,93), (154,96), (154,98), (156,100), (156,101), (156,101), (157,102), (157,103), (157,104), (157,106), (157,107), (157,108), (157,109), (157,110), (157,111), (157,111), (157,112), (157,115), (157,116), (157,118), (157,120), (157,121), (157,123), (157,124), (158,125), (158,126), (158,128), (159,129), (159,131), (160,133), (160,134), (161,134), (161,135), (160,135)]"
62,/mugs_no/5_colour.jpeg,"(165,104)","[(163,120), (163,120), (162,120), (162,121), (162,121), (162,121), (161,121), (161,121), (162,121), (162,120), (162,120), (162,119), (163,119), (163,118), (163,117), (163,116), (163,116), (163,114), (164,113), (164,110), (164,108), (165,105), (165,104), (165,104)]"
63,/reading_oc/2_colour.jpeg,"(201,137)","[(164,104), (163,104), (162,104), (161,105), (160,105), (160,105), (160,105), (159,106), (158,106), (156,107), (153,108), (151,109), (149,109), (148,110), (148,110), (148,111), (150,112), (156,117), (164,122), (172,128), (177,131), (182,134), (184,135), (187,138), (187,138), (187,138), (187,139), (187,139), (187,139), (186,139), (186,139), (184,139), (183,139), (182,139), (181,139), (180,139), (179,139), (179,139), (178,139), (178,139), (178,139), (178,138), (178,138), (178,138), (178,138), (179,138), (183,137), (186,137), (191,137), (195,137), (197,137), (199,137), (200,137), (200,137), (201,137), (201,137)]"
64,/mugs_oc/3_colour.jpeg,"(181,135)","[(200,137), (200,137), (198,138), (197,139), (195,140), (194,141), (191,143), (189,143), (187,144), (186,144), (185,144), (185,144), (185,144), (184,144), (184,144), (183,143), (183,142), (182,140), (182,139), (181,138), (181,136), (181,135), (181,135), (181,135)]"
65,/mugs_oc2/1_colour.jpeg,"(171,112)","[(181,135), (180,134), (179,133), (177,130), (176,128), (175,127), (175,125), (174,124), (174,122), (174,121), (173,119), (173,118), (173,116), (172,116), (172,114), (172,114), (172,113), (171,112), (171,112), (171,112)]"
66,/wash_no/3_colour.jpeg,"(164,126)","[(118,66), (119,69), (122,77), (125,84), (129,91), (133,97), (137,104), (138,107), (139,107), (139,108), (139,108), (139,108), (139,108), (139,109), (139,109), (139,109), (139,111), (139,112), (139,113), (139,115), (139,116), (140,117), (142,118), (145,120), (147,121), (150,121), (152,122), (153,122), (155,123), (156,125), (157,126), (158,128), (159,130), (160,131), (160,131), (160,131), (160,131), (160,131), (160,131), (161,130), (161,130), (161,130), (162,130), (162,129), (162,129), (162,129), (163,129), (163,129), (163,129), (163,128), (163,128), (163,128), (163,128), (163,128), (163,127), (164,127), (164,127), (164,126), (164,126), (164,126)]"
67,/food_no/2_colour.jpeg,"(245,103)","[(164,126), (162,128), (160,130), (157,135), (153,138), (151,140), (149,142), (148,143), (148,143), (148,142), (148,142), (148,141), (148,141), (148,140), (148,140), (148,139), (148,139), (148,138), (148,137), (148,136), (148,136), (148,135), (148,135), (148,133), (149,132), (149,131), (149,130), (150,128), (150,127), (153,124), (155,123), (174,116), (187,112), (194,110), (218,107), (231,107), (239,107), (247,107), (251,107), (254,107), (256,107), (257,107), (259,107), (260,107), (262,107), (263,107), (264,107), (266,107), (267,107), (268,107), (268,108), (268,110), (268,112), (267,115), (265,120), (262,123), (259,126), (257,128), (256,129), (255,130), (255,131), (254,132), (254,132), (253,133), (252,133), (251,134), (250,135), (248,136), (247,137), (246,138), (245,139), (244,139), (244,140), (243,140), (242,141), (241,141), (241,142), (241,142), (240,143), (239,143), (240,143), (240,142), (241,142), (243,139), (243,139), (244,138), (245,136), (245,136), (246,136), (246,135), (246,135), (246,134), (247,133), (247,132), (247,131), (248,129), (248,128), (248,128), (248,127), (248,127), (248,126), (248,124), (248,123), (247,120), (246,117), (245,115), (245,112), (245,109), (245,107), (245,105), (245,104), (245,104), (245,103)]"
68,/shooters_oc/3_colour.jpeg,"(169,135)","[(153,82), (153,86), (153,92), (153,96), (153,103), (153,109), (153,114), (154,117), (154,119), (154,120), (154,122), (154,123), (155,125), (156,127), (156,129), (156,130), (157,131), (157,131), (157,132), (157,133), (157,134), (157,135), (157,137), (157,138), (157,138), (157,139), (157,140), (157,140), (157,141), (157,141), (157,141), (157,142), (157,142), (158,142), (158,142), (158,142), (159,142), (159,142), (160,142), (160,141), (161,141), (163,140), (163,140), (164,139), (164,139), (164,139), (165,139), (165,138), (166,138), (167,137), (167,136), (168,136), (169,136), (169,135)]"
69,/footwear_no/1_colour.jpeg,"(175,104)","[(169,135), (169,135), (168,135), (168,135), (168,135), (167,135), (167,135), (166,136), (165,136), (164,136), (164,136), (163,136), (163,136), (162,136), (162,135), (162,135), (162,134), (163,131), (166,125), (168,120), (171,114), (173,109), (174,105), (175,105), (175,104)]"
70,/tech_no/1_colour.jpeg,"(164,133)","[(169,120), (169,120), (169,120), (169,119), (169,119), (168,119), (168,119), (168,119), (167,119), (166,119), (164,118), (163,118), (161,117), (161,117), (160,117), (160,117), (160,118), (160,118), (160,119), (160,121), (160,125), (161,127), (161,130), (162,131), (162,132), (163,133), (163,133), (163,133), (163,133), (164,133)]"
71,/lp_book_no/2_colour.jpeg,"(161,100)","[(130,16), (130,18), (130,18), (131,22), (131,25), (132,28), (133,31), (133,34), (133,35), (134,37), (134,37), (134,38), (134,39), (134,40), (134,40), (134,40), (134,41), (134,41), (135,41), (135,42), (135,42), (136,46), (137,51), (139,58), (142,67), (146,75), (148,80), (150,85), (153,89), (154,92), (155,94), (156,96), (157,97), (158,97), (159,98), (160,99), (160,99), (161,99), (161,100), (161,100)]"
72,/vr_oc/3_colour.jpeg,"(110,133)","[(161,100), (160,100), (159,100), (157,100), (155,101), (153,102), (151,104), (149,106), (147,107), (146,109), (144,110), (143,112), (141,113), (139,115), (138,117), (136,119), (135,120), (134,122), (133,123), (131,124), (131,125), (130,126), (130,127), (129,128), (128,130), (127,131), (126,132), (126,133), (126,133), (125,133), (125,134), (125,134), (125,134), (125,134), (124,134), (124,134), (124,134), (124,134), (123,134), (122,134), (122,134), (120,134), (119,134), (117,134), (116,134), (115,134), (114,134), (113,134), (113,134), (112,134), (112,134), (111,134), (111,134), (110,134), (110,133), (110,133)]"
73,/food_no/1_colour.jpeg,"(129,128)","[(149,102), (150,102), (150,102), (150,102), (150,102), (151,102), (150,102), (150,102), (150,102), (150,103), (148,105), (146,108), (143,110), (141,113), (139,116), (137,119), (135,121), (134,123), (133,124), (132,125), (131,126), (131,127), (130,127), (130,128), (129,128), (129,128), (129,128)]"
74,/mugs_oc2/2_colour.jpeg,"(161,88)","[(173,166), (171,161), (170,155), (169,150), (168,145), (167,140), (167,138), (167,135), (167,133), (167,132), (167,130), (167,126), (168,124), (168,121), (169,119), (170,117), (170,115), (170,114), (170,113), (170,111), (170,111), (170,109), (169,108), (169,106), (168,104), (167,102), (166,100), (165,98), (164,95), (163,93), (162,91), (162,89), (162,88), (161,88)]"
75,/vr_oc/2_colour.jpeg,"(206,141)","[(184,114), (184,114), (184,114), (184,115), (184,116), (184,118), (184,119), (184,120), (184,121), (184,123), (184,124), (184,125), (184,126), (184,126), (184,127), (184,127), (184,128), (184,128), (185,129), (185,129), (185,130), (187,131), (189,132), (192,133), (195,134), (199,135), (200,136), (201,136), (201,137), (202,137), (202,138), (202,138), (202,139), (203,139), (203,139), (203,140), (203,140), (203,140), (203,140), (204,140), (204,140), (205,140), (205,141), (205,141), (206,141), (206,141)]"
76,/head_gear_no/4_colour.jpeg,"(159,124)","[(138,74), (138,75), (138,75), (138,75), (138,75), (138,76), (138,76), (138,76), (138,76), (138,77), (138,77), (138,77), (138,77), (138,78), (138,78), (138,78), (138,79), (138,80), (137,82), (136,84), (134,87), (131,92), (130,96), (127,101), (125,105), (123,110), (122,113), (120,117), (118,120), (117,121), (115,122), (114,123), (112,124), (109,125), (106,125), (104,125), (100,125), (95,125), (90,125), (83,125), (78,124), (73,123), (69,122), (66,122), (64,122), (62,121), (62,121), (62,121), (61,121), (62,121), (62,121), (62,121), (65,121), (70,121), (83,121), (93,121), (103,121), (106,122), (115,122), (120,123), (125,123), (129,124), (132,124), (136,124), (140,124), (144,124), (148,124), (151,124), (156,124), (157,124), (158,124), (158,124), (158,124), (159,124), (159,124)]"
77,/mugs_no/4_colour.jpeg,"(161,120)","[(173,89), (173,89), (172,89), (170,89), (169,90), (167,91), (165,91), (164,92), (162,93), (160,94), (158,94), (156,95), (154,96), (153,97), (151,98), (150,98), (148,99), (147,99), (144,100), (142,100), (140,101), (138,102), (136,102), (133,102), (131,103), (128,103), (125,103), (121,103), (119,103), (118,103), (115,103), (114,103), (113,103), (113,103), (112,103), (112,103), (112,103), (111,103), (111,103), (111,103), (111,103), (111,103), (111,102), (111,102), (111,102), (110,102), (110,102), (110,102), (110,101), (110,101), (110,101), (109,101), (109,100), (109,100), (108,100), (108,99), (108,99), (107,99), (107,98), (107,98), (106,98), (106,97), (106,97), (106,97), (106,96), (106,96), (106,96), (106,96), (106,96), (106,96), (107,96), (107,96), (107,96), (108,95), (108,95), (110,95), (111,95), (112,94), (114,94), (116,94), (119,94), (124,94), (128,95), (131,96), (133,97), (136,98), (138,99), (141,101), (143,103), (146,105), (149,108), (151,110), (154,114), (155,115), (157,116), (158,118), (159,118), (160,119), (160,119), (160,120), (160,120), (161,120), (161,120), (161,120)]"
78,/footwear_oc/3_colour.jpeg,"(171,101)","[(166,115), (166,115), (166,114), (167,114), (167,113), (168,112), (168,111), (168,111), (169,110), (169,110), (169,109), (170,108), (170,108), (171,107), (171,106), (172,105), (172,104), (172,104), (173,103), (173,103), (173,103), (173,103), (172,102), (172,102), (172,101), (171,101), (171,101)]"
79,/lp_book_no/3_colour.jpeg,"(163,99)","[(174,84), (175,77), (175,74), (175,70), (176,66), (176,65), (176,64), (176,63), (176,63), (176,63), (176,63), (176,62), (176,63), (175,63), (175,64), (174,67), (173,69), (172,72), (171,75), (170,79), (169,81), (169,84), (168,86), (168,88), (167,89), (167,90), (166,91), (166,91), (165,92), (165,92), (165,93), (165,94), (165,94), (164,94), (164,95), (164,95), (164,95), (164,96), (164,96), (164,97), (164,97), (164,97), (163,98), (163,98), (163,98), (163,98), (163,98), (163,98), (163,99), (163,99), (163,99)]"
80,/lp_book_oc/3_colour.jpeg,"(201,121)","[(173,105), (174,105), (177,107), (182,110), (190,115), (197,119), (202,121), (207,123), (210,125), (212,126), (213,127), (214,128), (214,128), (215,129), (215,129), (216,131), (217,133), (218,134), (219,135), (219,135), (219,136), (219,136), (218,135), (216,134), (213,131), (210,129), (208,127), (207,126), (206,126), (206,126), (205,125), (205,125), (204,124), (203,124), (203,123), (202,122), (201,122), (201,121), (201,121), (201,121)]"
81,/tech_no/2_colour.jpeg,"(200,136)","[(133,46), (133,46), (133,48), (133,49), (133,55), (133,60), (135,65), (138,69), (141,74), (145,78), (149,81), (153,85), (157,88), (162,90), (166,93), (170,95), (173,97), (177,100), (178,100), (180,102), (181,104), (182,106), (184,110), (185,113), (187,116), (187,119), (188,122), (188,123), (188,125), (188,127), (189,129), (189,130), (190,132), (190,133), (190,134), (190,134), (191,134), (191,134), (192,134), (193,135), (195,135), (197,135), (198,136), (199,136), (199,136), (200,136), (200,136)]"
82,/food_no/4_colour.jpeg,"(133,132)","[(179,114), (178,114), (178,114), (178,114), (176,114), (175,113), (172,112), (170,111), (168,110), (166,110), (164,110), (162,110), (160,112), (155,116), (154,117), (148,121), (144,124), (141,126), (138,127), (136,129), (135,130), (134,131), (133,131), (133,132), (133,132)]"
83,/souvenirs_oc/3_colour.jpeg,"(109,103)","[(128,110), (128,110), (128,109), (128,109), (128,109), (128,109), (128,108), (128,108), (128,108), (128,108), (128,107), (128,107), (128,107), (128,107), (128,107), (128,106), (128,106), (128,106), (128,106), (128,105), (128,105), (128,104), (128,103), (127,103), (127,103), (126,102), (125,102), (122,102), (120,102), (117,102), (115,102), (111,103), (111,103), (110,103), (109,104), (109,104), (109,104), (109,104), (109,103), (109,103), (109,103), (109,103)]"
84,/vr_no/1_colour.jpeg,"(175,119)","[(172,110), (172,110), (172,111), (173,112), (174,113), (174,114), (174,114), (174,115), (174,115), (174,116), (175,117), (175,117), (175,117), (175,118), (175,118), (175,118), (175,118), (175,119)]"
85,/souvenirs_oc/2_colour.jpeg,"(198,135)","[(176,119), (176,118), (177,118), (177,118), (177,118), (177,117), (178,117), (178,117), (178,117), (178,117), (179,117), (182,117), (186,119), (190,121), (193,123), (195,125), (196,126), (197,126), (197,127), (197,127), (197,127), (197,128), (197,128), (197,128), (197,129), (197,129), (197,130), (197,130), (198,132), (198,132), (198,133), (198,133), (198,134), (198,134), (198,135)]"
86,/vr_no/3_colour.jpeg,"(90,131)","[(145,47), (145,47), (145,47), (146,48), (147,51), (148,54), (149,59), (151,66), (151,70), (153,76), (153,79), (154,83), (155,88), (155,90), (155,93), (155,95), (154,97), (153,99), (151,101), (147,103), (143,105), (138,107), (135,107), (128,109), (124,110), (122,111), (115,113), (111,114), (108,115), (104,116), (101,117), (99,118), (98,118), (97,119), (96,119), (95,120), (94,122), (93,123), (92,125), (91,127), (90,129), (90,130), (90,130), (90,131), (90,131), (90,131)]"
87,/head_gear_no/1_colour.jpeg,"(148,98)","[(148,101), (148,100), (148,100), (148,99), (148,99), (148,98), (148,98)]"
